competitionId,date,status,homeTeamId,awayTeamId,goalsHomeTeam,goalsAwayTeam
371,1990-06-10T22:00:00Z,FINISHED,770,806,1,1
371,1990-06-11T22:00:00Z,FINISHED,756,825,1,1
371,1990-06-11T22:00:00Z,FINISHED,805,772,2,0
371,1990-06-12T22:00:00Z,FINISHED,758,760,0,0
371,1990-06-13T22:00:00Z,FINISHED,784,771,1,0
371,1990-06-13T22:00:00Z,FINISHED,781,811,2,1
371,1990-06-13T22:00:00Z,FINISHED,812,818,1,0
371,1990-06-13T22:00:00Z,FINISHED,762,823,2,0
371,1990-06-14T22:00:00Z,FINISHED,816,822,0,1
371,1990-06-14T22:00:00Z,FINISHED,821,824,5,1
371,1990-06-15T22:00:00Z,FINISHED,764,793,1,0
371,1990-06-15T22:00:00Z,FINISHED,792,814,1,2
371,1990-06-15T22:00:00Z,FINISHED,770,756,0,0
371,1990-06-16T22:00:00Z,FINISHED,806,825,0,0
371,1990-06-16T22:00:00Z,FINISHED,772,760,1,3
371,1990-06-16T22:00:00Z,FINISHED,805,758,3,1
371,1990-06-17T22:00:00Z,FINISHED,781,823,0,4
371,1990-06-17T22:00:00Z,FINISHED,762,811,1,1
371,1990-06-18T22:00:00Z,FINISHED,812,824,4,1
371,1990-06-18T22:00:00Z,FINISHED,816,771,2,1
